证券代码,订单日期,证券名称,订单等级,订单数量,订单金额,折扣点,运输方式,2018净利润（万元）,单价,运输成本,区域,省份,产品类型,行业类别,产品名称,产品包箱,运输日期
59173,2010/12/20 0:00,李晓冬,高级,27,2896.99,0.01,大卡,36.94,100.98,35.84,华南,广东,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2010/12/21 0:00
59174,2010/1/1 0:00,赵磊华,中级,6,1193.1,0.09,空运,-139.5,204.1,13.99,华南,广东,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2010/1/3 0:00
59200,2011/12/9 0:00,聂帅,中级,4,170.45,0.09,火车,-30.27,42.98,4.62,华南,广东,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/12/9 0:00
59200,2011/12/9 0:00,吴千郡,中级,28,350.42,0.03,火车,-37.3,11.97,5.81,华南,广东,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/12/11 0:00
59202,2012/9/8 0:00,吴千郡,中级,7,83.81,0.09,火车,21.92,12.53,0.5,华南,广东,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/9/8 0:00
59202,2012/9/8 0:00,吴千郡,中级,36,218.81,0.03,火车,7.45,5.85,2.27,华南,广东,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/9/9 0:00
59204,2012/2/29 0:00,苏本才  ,中级,8,250.29,0.1,火车,-9.31,31.74,12.62,华南,广东,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/3/1 0:00
59204,2012/2/29 0:00,张牡丹 ,中级,7,251.59,0.09,火车,39.23,37.94,5.08,华南,广东,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/3/1 0:00
59204,2012/2/29 0:00,吕琳,中级,25,151.75,0.04,火车,-66.24,5.8,5.59,华南,广东,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/3/1 0:00
59205,2011/10/31 0:00,吕琳,中级,11,54.59,0,火车,-47.18,4.13,6.89,华南,广东,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/11/2 0:00
59205,2011/10/31 0:00,朱春龙,中级,35,597.04,0.05,火车,-157.42,16.74,7.04,华南,广东,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/11/2 0:00
59393,2010/11/20 0:00,胡昆,中级,34,398.76,0.07,火车,0.82,11.58,6.97,华南,广东,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/11/21 0:00
59395,2012/4/22 0:00,胡昆,中级,20,963.3,0.06,空运,367.12,48.04,7.23,华南,广东,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/4/24 0:00
59396,2009/11/14 0:00,胡昆,中级,41,5930.34,0.07,火车,427.68,152.48,6.5,华南,广东,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/11/16 0:00
59425,2012/5/17 0:00,蒙晓平 ,中级,24,2094.12,0,火车,717.12,83.1,6.13,华南,广东,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/5/19 0:00
59456,2012/1/8 0:00,郭明丽,低级,30,182.92,0.06,火车,-1367.72,4.48,49,华南,广东,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2012/1/8 0:00
59459,2009/2/4 0:00,张广庆,中级,40,69.66,0.07,火车,-51.42,1.7,1.99,华南,广东,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2009/2/5 0:00
59974,2010/9/1 0:00,邓鹏,中级,42,130.96,0.05,火车,-66.74,3.14,1.92,华南,广东,办公用品,剪刀，尺子，锯,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/9/1 0:00
59974,2009/2/8 0:00,魏学涛,中级,47,714.46,0.07,火车,-268.65,15.98,8.99,华南,广东,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2009/2/10 0:00
59974,2010/6/9 0:00,魏学涛,中级,43,679.65,0,火车,31.2,15.01,8.4,华南,广东,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/6/10 0:00
59978,2010/11/12 0:00,吕果 ,其它,42,2170.305,0.1,火车,264.32,65.99,8.99,华南,广东,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/11/14 0:00
59978,2011/11/15 0:00,吕果 ,中级,40,718.6,0.08,火车,-81.49,17.98,4,华南,广东,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/11/16 0:00
59978,2009/12/15 0:00,吕果 ,其它,27,43.46,0,火车,6.81,1.48,0.7,华南,广东,办公用品,橡皮筋,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/12/17 0:00
59978,2009/12/15 0:00,吴向鹏,其它,5,927.9875,0,火车,-615.91,205.99,8.99,华南,广东,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/12/16 0:00
59978,2012/7/16 0:00,吴向鹏,其它,34,94.56,0,火车,37.73,2.61,0.5,华南,广东,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/7/19 0:00
59978,2010/9/17 0:00,巴朗,中级,30,397.17,0.1,空运,7.69,14.34,5,华南,广东,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/9/17 0:00
59978,2010/5/28 0:00,巴朗,中级,3,336.84,0.08,大卡,-160.46,100.98,35.84,华南,广东,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2010/5/29 0:00
59978,2012/9/22 0:00,巴朗,高级,45,712.04,0.07,火车,-110.93,15.99,9.4,华南,广东,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/9/23 0:00
59978,2012/3/7 0:00,巴朗,低级,25,167.23,0.05,火车,-43.17,6.68,5.41,华南,广东,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/3/11 0:00
59978,2012/4/11 0:00,巴朗,中级,25,1610.26,0.06,火车,122.42,64.98,6.88,华南,广东,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/4/11 0:00
59978,2009/10/9 0:00,巴朗,其它,34,3361.84,0.08,大卡,1211.76,100.97,14,华南,广东,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2009/10/10 0:00
59978,2009/10/9 0:00,巴朗,其它,29,195.82,0.07,火车,-91.7,6.48,7.07,华南,广东,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/10/11 0:00
59978,2010/2/13 0:00,巴朗,其它,35,225.4,0.08,火车,-165.48,6.48,8.4,华南,广东,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/2/15 0:00
59978,2010/2/13 0:00,巴朗,其它,12,76.04,0.04,火车,-47.55,5.98,7.15,华南,广东,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/2/15 0:00
59979,2010/5/20 0:00,展大鹏,中级,18,45.8,0.04,火车,-52.92,2.23,4.57,华南,广东,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/5/22 0:00
59978,2010/9/17 0:00,向羽,中级,30,397.17,0.1,空运,7.69,14.34,5,华南,广东,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/9/17 0:00
59978,2012/4/11 0:00,向羽,中级,25,1610.26,0.06,火车,122.42,64.98,6.88,华南,广东,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/4/11 0:00
59978,2009/10/9 0:00,向羽,其它,29,195.82,0.07,火车,-91.7,6.48,7.07,华南,广东,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/10/11 0:00
59980,2010/1/18 0:00,向羽,其它,4,883.31,0.01,大卡,-79.96,200.98,23.76,华南,广东,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2010/1/20 0:00
59980,2012/7/16 0:00,向羽,低级,16,9695.84,0,火车,2752.11,599.99,24.49,华南,广东,技术产品,复印机、传真机,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2012/7/25 0:00
59983,2010/1/10 0:00,赵子武,中级,35,112.59,0.09,空运,-126.7,3.28,5,华南,广东,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/1/10 0:00
59983,2012/2/17 0:00,赵子武,中级,15,1616.66,0,大卡,112.58,100.98,56.22,华南,广东,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/2/19 0:00
59983,2012/2/17 0:00,赵子武,中级,6,96.21,0.06,火车,-19.34,14.58,57.4,华南,广东,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/2/18 0:00
59983,2012/11/15 0:00,赵子武,高级,3,18.91,0,火车,-16.35,3.89,7.01,华南,广东,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/11/16 0:00
59983,2011/5/27 0:00,龙百川,其它,20,211.42,0,火车,-113.52,9.71,9.45,华南,广东,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/5/29 0:00
59986,2010/1/10 0:00,吴小月,中级,35,112.59,0.09,空运,-126.7,3.28,5,华南,广东,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/1/10 0:00
59986,2012/6/28 0:00,吴小月,低级,26,3758.77,0,火车,753.61,140.81,24.49,华南,广东,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2012/7/3 0:00
59986,2012/2/17 0:00,吴小月,中级,15,1616.66,0,大卡,112.58,100.98,56.22,华南,广东,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/2/19 0:00
59986,2012/11/15 0:00,吴贵樱,高级,7,685.7,0.01,火车,350.94,88.84,20.79,华南,广东,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2012/11/16 0:00
59986,2012/11/15 0:00,吴贵樱,高级,10,1024.165,0.02,火车,-105.7,115.99,5.99,华南,广东,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/11/16 0:00
59986,2009/1/23 0:00,吴贵樱,中级,18,1383.2,0.01,火车,-23.44,73.98,12.14,华南,广东,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/1/25 0:00
59986,2011/5/27 0:00,吴贵樱,其它,20,211.42,0,火车,-113.52,9.71,9.45,华南,广东,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/5/29 0:00
8320,2009/9/19 0:00,贾明波,其它,22,150.34,0.06,空运,-28.45,6.48,5.14,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/9/21 0:00
8390,2012/4/21 0:00,李宇震,中级,24,715.4,0.08,火车,-99.34,30.98,4,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/4/21 0:00
8391,2011/8/28 0:00,张子良,高级,4,1266.72,0.04,大卡,-268.36,300.98,64.73,华南,广西,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2011/8/29 0:00
8642,2010/1/16 0:00,陈鸿建 ,高级,26,151.05,0.09,火车,-76.14,5.8,5.59,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/1/17 0:00
8642,2010/1/16 0:00,陈鸿建 ,高级,13,133.04,0.04,火车,49.69,10.35,0.99,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/1/17 0:00
8646,2009/4/9 0:00,李小青,高级,8,85.85,0.03,火车,-327.65,4.48,49,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2009/4/11 0:00
8646,2009/4/9 0:00,李小青,高级,41,14377.78,0.06,大卡,4161.98,350.99,39,华南,广西,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2009/4/11 0:00
8933,2010/10/7 0:00,王晓,高级,37,1520.26,0.04,火车,640.84,42.8,2.99,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/8 0:00
8933,2010/10/7 0:00,王晓,高级,30,688.02,0.06,火车,154.99,22.98,7.58,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/9 0:00
8992,2010/11/12 0:00,赵和,高级,18,1341.963,0,火车,180.78,85.99,2.79,华南,广西,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/11/13 0:00
9024,2012/6/2 0:00,余勇进,中级,30,1136.44,0.09,火车,-9.3,40.98,6.5,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/6/4 0:00
9057,2009/11/4 0:00,李军锋,中级,20,160.29,0.01,火车,1.35,7.59,4,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/11/4 0:00
9249,2010/5/19 0:00,胡云格,高级,42,1546.8,0.07,火车,25.51,37.76,12.9,华南,广西,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/5/20 0:00
9254,2010/5/14 0:00,胡燕生,中级,24,131.65,0.01,空运,67.41,4.91,0.5,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/5/16 0:00
9281,2012/2/23 0:00,胡羽,中级,31,199.8,0.08,空运,-96.59,6.48,6.81,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/2/25 0:00
9505,2012/6/7 0:00,孟子祥,高级,2,316.52,0.03,火车,-542.32,152.48,4,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/6/9 0:00
9505,2012/6/7 0:00,孟子祥,高级,5,155.39,0.1,火车,-127.7,32.98,5.5,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/6/10 0:00
9700,2011/8/8 0:00,蔡松,中级,35,106.06,0.08,火车,-59.74,3.14,1.92,华南,广西,办公用品,剪刀，尺子，锯,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/8/9 0:00
9792,2011/7/23 0:00,贺晓波,低级,14,84.09,0.02,火车,-73.14,5.4,7.78,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/7/23 0:00
9922,2011/4/3 0:00,任锦凯,其它,21,1176.859,0.03,火车,137.86,65.99,3.99,华南,广西,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/4/4 0:00
9923,2009/10/5 0:00,刘草莓,高级,27,63.71,0.01,火车,-96.03,2.08,5.33,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/10/5 0:00
10144,2011/1/2 0:00,范钺,中级,1,192.49,0.02,大卡,-98.3,160.98,30,华南,广西,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2011/1/4 0:00
10209,2010/11/29 0:00,谢菲菲,中级,48,418.82,0.02,火车,-60.21,8.6,6.19,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/12/1 0:00
10245,2011/2/13 0:00,谢语晨,中级,20,2573.29,0.04,大卡,-896.94,122.99,70.2,华南,广西,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2011/2/14 0:00
10245,2011/2/13 0:00,谢语晨,中级,23,127.17,0.1,火车,-108.13,5.53,6.98,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/2/15 0:00
10247,2010/1/10 0:00,魏丽,中级,21,111.66,0.06,火车,-53.33,4.98,5.49,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/1/11 0:00
10272,2009/1/17 0:00,包正立,中级,3,299.08,0.03,火车,-50.43,90.48,19.99,华南,广西,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/1/19 0:00
10342,2011/11/22 0:00,吕文龙,中级,2,2055.97,0.05,空运,-2342.01,999.99,13.99,华南,广西,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2011/11/24 0:00
10369,2011/11/9 0:00,张中立,低级,4,27.34,0.06,火车,-12.38,5.78,4.96,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/11/11 0:00
10369,2011/11/9 0:00,张中立,低级,23,683.68,0,火车,-95.54,28.48,8.99,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/11/14 0:00
10373,2010/6/25 0:00,聂帅,中级,28,193.16,0.03,火车,-71.73,6.48,6.6,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/6/27 0:00
10432,2012/1/5 0:00,范钺,低级,13,2323.36,0.08,火车,220.39,179.99,19.99,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/1/12 0:00
10627,2010/2/24 0:00,张晨,低级,4,40.23,0.05,火车,-30.26,7.77,9.23,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/3/1 0:00
10752,2011/9/10 0:00,朱英 ,中级,5,95.38,0.03,火车,-36.89,15.99,13.18,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/9/11 0:00
10784,2010/7/5 0:00,张力华,其它,2,19.36,0.1,火车,-11.85,6.78,6.18,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/7/6 0:00
10784,2010/7/5 0:00,张力华,其它,30,206.27,0.09,火车,-54.44,6.81,5.48,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/7/7 0:00
11047,2010/12/10 0:00,邓鹏,低级,27,1991.26,0.01,大卡,-528.09,68.81,60,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2010/12/17 0:00
11077,2009/3/20 0:00,余果 ,低级,30,4620.05,0.06,大卡,-229.68,160.98,35.02,华南,广西,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2009/3/24 0:00
11269,2012/5/26 0:00,贺晓晨,低级,49,233.28,0.04,火车,112.35,4.91,0.5,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/6/2 0:00
11270,2011/6/30 0:00,王国宇,高级,15,140.07,0.04,空运,-21.85,8.6,6.19,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/7/1 0:00
11332,2009/11/16 0:00,张玉,低级,23,1223.3795,0.08,空运,83.57,65.99,5.92,华南,广西,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/11/23 0:00
11680,2009/9/4 0:00,胡炎,中级,50,7312.0315,0.06,火车,2031.51,175.99,8.99,华南,广西,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/9/6 0:00
11682,2010/7/4 0:00,吕果 ,低级,5,102.18,0.09,火车,-65.67,19.98,4,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/7/11 0:00
11686,2009/1/27 0:00,王震环,其它,38,6121.1985,0.08,火车,1312.34,205.99,2.5,华南,广西,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/1/28 0:00
11687,2011/12/25 0:00,唐俊鹏,高级,26,188.93,0.04,火车,58.32,7.28,1.77,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/12/25 0:00
11719,2011/2/5 0:00,杨国宇,其它,3,1566.8,0.06,大卡,-1044.92,500.97,69.3,华南,广西,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2011/2/6 0:00
11841,2010/4/20 0:00,楼永飞,中级,46,533.25,0.07,火车,-88.32,11.97,5.81,华南,广西,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/4/20 0:00
11843,2009/7/17 0:00,邱伟,中级,42,4993.42,0.03,大卡,190.14,119.99,56.14,华南,广西,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2009/7/19 0:00
11846,2010/4/20 0:00,于丹,低级,49,7319.85,0.03,火车,611.43,152.48,4,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/4/24 0:00
11846,2010/4/20 0:00,于丹,低级,28,707.44,0.01,空运,-50.27,24.98,8.79,华南,广西,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/4/27 0:00
11874,2012/9/9 0:00,宝艳,中级,20,775.77,0.07,火车,179.37,39.98,9.83,华南,广西,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/9/9 0:00
12258,2009/11/30 0:00,张武艺,低级,22,2431.13,0.01,火车,660.63,110.98,13.99,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2009/12/4 0:00
12323,2011/4/2 0:00,闫玉红,其它,4,36.8,0,火车,14.19,7.38,5.21,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/4/4 0:00
12355,2011/5/28 0:00,张涛,其它,36,209.53,0.03,火车,-81.06,5.78,5.67,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/5/29 0:00
12355,2011/5/28 0:00,张涛,其它,45,168.66,0.08,火车,-167.06,3.95,5.13,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/5/30 0:00
12356,2012/10/18 0:00,于小丹,中级,39,243.05,0.02,火车,-70.85,5.98,5.35,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/10/21 0:00
12613,2010/4/10 0:00,张勇进,中级,18,225.37,0.04,空运,77.53,12.22,2.85,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/4/11 0:00
12771,2009/1/17 0:00,郑则强,中级,40,1143.49,0.08,火车,-193.44,30.53,19.99,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/1/17 0:00
12773,2011/1/11 0:00,谢文聪  ,低级,6,17,0.07,火车,-4.61,2.78,1.49,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/1/13 0:00
12773,2011/1/11 0:00,谢文聪  ,低级,15,67.41,0.04,火车,-49.6,4.14,6.6,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/1/20 0:00
12773,2011/1/11 0:00,谢文聪  ,低级,19,130.67,0.05,火车,-77.18,6.48,7.86,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/1/16 0:00
12804,2012/5/25 0:00,李承男,中级,50,84.01,0.08,火车,-4.17,1.81,0.75,华南,广西,办公用品,橡皮筋,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/5/27 0:00
12804,2012/5/25 0:00,李承男,中级,34,592.92,0.02,空运,-44.92,16.06,8.34,华南,广西,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/5/27 0:00
12806,2011/12/24 0:00,范钺,其它,20,761.23,0,火车,107.93,35.89,14.72,华南,广西,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/12/25 0:00
12837,2012/12/2 0:00,高捷,中级,22,66.19,0.02,火车,15.84,2.88,0.99,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/12/3 0:00
2947,2011/4/25 0:00,邢罡,中级,8,57.04,0.05,火车,-29.06,6.48,6.81,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/4/27 0:00
2976,2010/12/9 0:00,包强,其它,30,14223.82,0.09,大卡,3424.22,500.98,26,华南,广西,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2010/12/11 0:00
3361,2012/8/22 0:00,李军锋,其它,23,133.66,0.07,火车,-5.6,5.85,2.27,华南,广西,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/8/23 0:00
3362,2011/7/28 0:00,邱海华,低级,40,1699.52,0.04,火车,734.75,40.98,1.99,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/8/1 0:00
3363,2011/9/22 0:00,宋小俊,高级,21,8185.89,0.09,火车,2137.28,415.88,11.37,华南,广西,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/9/22 0:00
3492,2009/11/23 0:00,刘小俊,低级,33,94.6,0.04,火车,-6.34,2.78,1.25,华南,广西,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/11/23 0:00
3554,2011/6/16 0:00,张涛,低级,25,288.91,0.08,火车,-14.06,12.28,6.47,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/6/25 0:00
3556,2012/9/22 0:00,李林,其它,48,269.37,0.05,火车,-103.55,5.74,5.01,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/9/25 0:00
3556,2012/9/22 0:00,李林,其它,41,4933.99,0.1,火车,1161.89,128.24,12.65,华南,广西,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2012/9/22 0:00
3559,2012/10/23 0:00,武骏,中级,34,136.67,0.07,空运,-117.92,3.81,5.44,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/10/24 0:00
3586,2010/12/4 0:00,张平敏,高级,31,461.1,0.05,火车,116.96,14.34,5,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/12/6 0:00
3942,2010/6/27 0:00,赵金龙,其它,22,1559.7755,0.03,火车,-247.18,85.99,0.99,华南,广西,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/6/28 0:00
